observation_time,phase,g_magnitude,g_magnitude_error,rejected
1671.4798871464445,0.402683935511853,18.90820300878662,0.012559166458721318,false
1671.656044212756,0.6929079348620452,19.02132093648847,0.011684359504532007,false
1671.7300510552604,0.8148364062013076,19.17439199886946,0.015096270857346229,false
1671.9062081341149,0.10506042621657966,18.54212238679072,0.008025032582036714,false
1672.156372032757,0.5172128801443471,19.02739991920292,0.01681158933044623,false
1672.230378863994,0.639141332920052,19.05609113388138,0.017097225127393846,false
1672.4065359086878,0.9293652966546884,18.63315001090119,0.016062098966382127,false
1672.4805427307379,0.051293734294504595,18.389617766686815,0.009509555906757375,false
1672.6566997998384,0.34151773823997017,18.79413297841662,0.0603720865987487,false
1672.7307066103333,0.46344615684235035,18.996874749728885,0.005906394066573282,false
1672.906863689623,0.753670177574628,19.062734439897312,0.011511883958865397,false
1672.980870500416,0.8755985966681202,19.163918850055417,0.024115270349613433,false
1673.2310343132879,0.28775090928705027,18.796791042826708,0.010779064406150871,false
1673.4071914177082,0.577974971422886,19.05864154312485,0.013169926283699803,false
1673.4811982291021,0.6999033915064614,19.03898093973474,0.01923529478735129,false
1673.6573552892055,0.9901273806288222,18.29720595460989,0.006950900598619283,false
1673.7313620771988,0.11205576215918046,18.552733537240513,0.017171125857955157,false
1673.907519126174,0.402279732947633,18.91593210618264,0.011871309558044774,false
1673.9815259049908,0.52420809935932,19.002311052613823,0.024648209990592588,false
1674.1576829665455,0.8144320908727736,19.17485491072364,0.01607259617133821,false
1674.2316897432986,0.9363604538845526,18.601515158803934,0.011435958992934696,false
1674.407846793733,0.22658442707683277,18.708182506300624,0.006906108377308487,false
1674.4818535850168,0.34851281402847045,18.85685794320208,0.011749734105974873,false
1674.6580106243348,0.6387367689063332,19.092012679259334,0.016722946153784578,false
1674.7320174017063,0.7606651329370269,19.095347734288648,0.010205487821518608,false
1674.9081744536159,0.050889108559742866,18.41548524890568,0.009718803465443016,false
1674.9821812336693,0.17281747700889702,18.641408706348116,0.010064768270388729,false
1675.1583382744711,0.4630414343314302,18.98712214719307,0.012797582737377133,false
1675.232345042986,0.584969783770464,19.016928077319605,0.01479307650278619,false
1675.4085020632021,0.8751937071775109,19.190614027523246,0.02566060567790056,false
1675.4825088415134,0.9971220727563059,18.30646616509913,0.007550284711965738,false
1675.6586658743329,0.2873460169276634,18.728367436687012,0.08332870069468117,false
1675.7326726316278,0.4092743478814798,18.936077720427367,0.02322119214304149,false
1675.9088296865364,0.6994983284452863,19.007995598071037,0.051436419979371865,false
1675.9828364560012,0.8214266794493744,19.150950221470026,0.059867495651422256,false
1676.1589934642623,0.11165058316003841,18.556603492228533,0.013140370910602505,false
1676.2330002127137,0.23357889954392594,18.729857602896857,0.01293784660555288,false
1676.4091572454422,0.5238028435653588,19.001797231677223,0.008009219943085717,false
1676.4831640155485,0.6457311956263372,19.05962199570463,0.009862176151041532,false
1676.6593210158592,0.9359550862384814,18.586664737732345,0.00961101844715904,false
1676.733327762585,0.05788339977955604,18.426200923095763,0.008921187740230823,false
1676.9094847873714,0.3481073307159784,18.850925319443565,0.012715601681963595,false
1676.9834915462745,0.4700356643193521,18.98045653721273,0.003119232150399472,false
1677.1596485576092,0.7602595730938639,19.131455714244233,0.00879110857952549,false
1677.2336552955053,0.8821878720875811,19.117999085986384,0.011687392592523386,false
1677.4098122981422,0.1724117665322086,18.621709787078082,0.02048709782980063,false
1677.4838190577,0.29434010121422,18.790930005044515,0.010012847285877608,false
1677.6599760492686,0.5845639774234949,19.04155521270927,0.008605588612344554,false
1677.7339827854526,0.7064922735964765,19.05501881585031,0.011733961486614397,false
1677.9101398015123,0.9967161901555662,18.299167013844865,0.010675017611255326,false
1677.984146528546,0.11864447125315626,18.565480725693146,0.01266980210083482,false
1678.2343102585419,0.5307966473313162,19.02312131105763,0.009454737389166162,false
1678.4844739801858,0.9429488096493079,18.561911818057983,0.014664883145157152,false
1678.7346377029655,0.35510097383856354,18.87480059340678,0.010092117176514469,false
1678.9848014150346,0.767253120381788,19.10312255846044,0.018425252615607624,false
1679.2349651282493,0.17940526881242194,18.666831630265357,0.007072204593906722,false
1679.4851288307648,0.5915573996158066,19.071173684797877,0.01430797590402698,false
1679.7352924894003,0.0037094581255872725,18.291237975023463,0.009363927865621994,false
1679.9854561966063,0.41586159665670996,18.922841448304737,0.016064392338623678,false
1680.2356198575733,0.8280136590077067,19.188039442066327,0.013694522530653027,false
1680.4857835315659,0.24016574281876582,18.694806180365653,0.03574723554303069,false
1680.7359471830343,0.6523177895205369,19.05310555283271,0.011202606751084379,false
1680.9861108475395,0.06446985770082272,18.415710074535472,0.01133201327900592,false
1681.4864381350897,0.8887739257544843,19.074020713974747,0.02337898233324711,false
1681.7366017557745,0.3009259217393595,18.815271548117465,0.012830592176570524,false
1681.9867654037407,0.7130779626711521,19.03987331844481,0.015610985964565015,false
1682.2369290292152,0.12522996654720023,18.577384891065925,0.008869181252781933,false
1682.487092655907,0.5373819724287868,18.9973960025968,0.012663450472263235,false
1682.737256236415,0.9495339022213558,18.495101955167218,0.008038849869492099,false
1682.9874198537075,0.36168589261715123,18.889311969476324,0.02420302575331631,false
1683.2375834509,0.7738378498977648,19.114304366243786,0.013906809017019066,false
1683.4877470469619,0.18598980531568085,18.64911812250581,0.006260808669158815,false
1683.7379106229355,0.5981417276375264,19.03184216980935,0.01885649865121276,false
1683.9880742214925,0.010293687166193785,18.34476747118531,0.010658228205233202,false
1684.2382377786419,0.4224455784746107,18.95133735865098,0.010425696135459413,false
1684.4884013465307,0.8345974874765082,19.20318659693443,0.021996189591586134,false
1684.7385648919826,0.2467493595129458,18.749096914197658,0.009137527034857002,false
1684.9887284742615,0.6589012922229605,19.035289704690282,0.010332817587365208,false
1685.2388919890775,0.07105311378584281,18.46497946725483,0.01284636225906651,false
1685.489055562064,0.4832050311865171,19.01901267182723,0.013413653108416513,false
1685.7392190913022,0.8953568765102381,19.02536872910034,0.01827503323166717,false
1685.9893826218329,0.30750872396355566,18.8302147834444,0.01414328382719126,false
1686.2395461181068,0.719660514977778,19.04226197652214,0.011900217096896058,false
1686.4897096512395,0.1318123667179678,18.570561053028918,0.010546286608400611,false
1686.739873150126,0.5439641620365263,19.046748038981924,0.007635663991522647,false
1686.9900366645486,0.956115982951271,18.433490841312622,0.0067633225031625875,false
1687.2402001447344,0.3682677474598703,18.88147266836853,0.009757779109169437,false
1687.4903636357267,0.7804195297724997,19.045386554344937,0.09822139694734151,false
1687.7405271185667,0.19257129865397243,18.64176072601358,0.009093785968258786,false
1687.9906906359267,0.6047231244081709,19.05618098699464,0.014670549163741933,false
1688.2408541001078,0.016874862548551525,18.33083870744235,0.013932049510728703,false
1688.491017584597,0.42902663414729536,18.883307148022762,0.12600729677395106,false
1688.7411810396216,0.8411783572019059,19.175350642054273,0.02385691007318301,false
1688.9913444936303,0.2533300785829554,18.75044610398596,0.009294703049001032,false
1689.2415079395182,0.6654817865847462,19.069350202651364,0.01749132780911863,false
1689.4916713962523,0.07763351245597304,18.468842747250953,0.009671984985980962,false
1689.7418348448755,0.48978522496425175,18.99514163940445,0.017358447576316157,false
1689.991998259318,0.9019368811589766,18.974848864375677,0.015282014777023248,false
1690.2421616988445,0.31408857868000667,18.822814638218325,0.010019502855225945,false
1690.4923251160526,0.726240239430975,19.06597912972748,0.015499598487103314,false
1690.7424885583544,0.13839194152455894,18.56826828431773,0.003926929589528925,false
1736.5409550482407,0.592725889769887,19.012187807416133,0.0204146211609913,false
1736.6149620877907,0.7146546857473649,19.00668845108776,0.012257368417808232,false
1771.2657332677168,0.8028294776209424,19.12993860944549,0.051835775112233556,false
1832.3045695905873,0.36612542848398827,18.889675901418954,0.012777447775572087,false
1859.7200658817374,0.5339699231490521,18.990204479903774,0.015296466653998949,false
1859.7940731166082,0.6558990409236793,19.08214440904745,0.016825867973168533,false
1893.7696943807443,0.6317442917542008,19.07834709479077,0.0197406914980515,false
1957.1616348335585,0.07184919374390021,18.4718749649724,0.012478478464557349,false
1985.902326882837,0.4229930637858556,19.00534952408685,0.04425274883788354,false
1985.9763340312486,0.5449220391167121,18.97951838827778,0.01748463609902026,false
2022.1281028522085,0.10603503050446665,18.569148691436503,0.012204196905338305,false
